DATE,FedInterestRate,Inflation,GDP,S&P500Close,UmemploymentRate,GovernmentDebtGDP,CorporateDebt,PoundDollar,DollarYen,SP5006monthslater
01/04/2014,0.09,0.02,17432.909,1883.949951,0.062,1.01146,4990885,1.6748,102.4582,1972.290039
01/05/2014,0.09,0.021,17432.909,1923.569946,0.063,1.01146,4990885,1.6842,101.7738,2018.050049
01/06/2014,0.1,0.021,17432.909,1960.22998,0.061,1.01146,4990885,1.6908,102.0629,2067.560059
01/07/2014,0.09,0.02,17721.657,1930.670044,0.062,1.00578,5060643,1.7066,101.74,2058.899902
01/08/2014,0.09,0.017,17721.657,2003.369995,0.061,1.00578,5060643,1.67,102.9438,1994.98999
01/09/2014,0.09,0.017,17721.657,1972.290039,0.059,1.00578,5060643,1.629,107.4257,2104.5
01/10/2014,0.09,0.017,17849.912,2018.050049,0.057,1.01633,5137882,1.6074,108.0264,2067.889893
01/11/2014,0.09,0.013,17849.912,2067.560059,0.058,1.01633,5137882,1.5771,116.2994,2085.51001
01/12/2014,0.12,0.008,17849.912,2058.899902,0.056,1.01633,5137882,1.5644,119.3233,2107.389893
01/01/2015,0.11,-0.001,17984.178,1994.98999,0.057,1.00933,5261272,1.5142,118.25,2063.110107
01/02/2015,0.11,0,17984.178,2104.5,0.055,1.00933,5261272,1.5329,118.76,2103.840088
01/03/2015,0.11,-0.001,17984.178,2067.889893,0.054,1.00933,5261272,1.4958,120.3945,1972.180054
01/04/2015,0.12,-0.002,18219.405,2085.51001,0.054,0.9963,5417307,1.4968,119.5095,1920.030029
01/05/2015,0.12,0,18219.405,2107.389893,0.056,0.9963,5417307,1.5456,120.798,2079.360107
01/06/2015,0.13,0.001,18219.405,2063.110107,0.053,0.9963,5417307,1.5576,123.7186,2080.409912
01/07/2015,0.13,0.002,18344.713,2103.840088,0.052,0.98942,5522981,1.556,123.3109,2043.939941
01/08/2015,0.14,0.002,18344.713,1972.180054,0.051,0.98942,5522981,1.5578,123.0038,1940.23999
01/09/2015,0.14,0,18344.713,1920.030029,0.05,0.98942,5522981,1.5338,120.1476,1932.22998
01/10/2015,0.12,0.002,18350.825,2079.360107,0.05,1.03114,5551291,1.5343,120.0481,2059.73999
01/11/2015,0.12,0.005,18350.825,2080.409912,0.051,1.03114,5551291,1.5194,122.6432,2065.300049
01/12/2015,0.24,0.007,18350.825,2043.939941,0.05,1.03114,5551291,1.4981,121.635,2096.949951
01/01/2016,0.34,0.014,18424.283,1940.23999,0.049,1.04563,5691314,1.4392,118.2258,2098.860107
01/02/2016,0.38,0.01,18424.283,1932.22998,0.049,1.04563,5691314,1.429,114.6155,2173.600098
01/03/2016,0.36,0.009,18424.283,2059.73999,0.05,1.04563,5691314,1.4249,112.9317,2170.949951
01/04/2016,0.37,0.011,18637.253,2065.300049,0.05,1.03994,5779196,1.4319,109.5519,2168.27002
01/05/2016,0.37,0.01,18637.253,2096.949951,0.048,1.03994,5779196,1.4524,108.8481,2126.149902
01/06/2016,0.38,0.01,18637.253,2098.860107,0.049,1.03994,5779196,1.4197,105.3509,2198.810059
01/07/2016,0.39,0.008,18806.743,2173.600098,0.048,1.04077,5848134,1.3134,104.191,2238.830078
01/08/2016,0.4,0.011,18806.743,2170.949951,0.049,1.04077,5848134,1.3101,101.2383,2278.870117
01/09/2016,0.4,0.015,18806.743,2168.27002,0.05,1.04077,5848134,1.314,101.7843,2363.639893
01/10/2016,0.4,0.016,18991.883,2126.149902,0.049,1.05186,5838194,1.233,103.9075,2362.719971
01/11/2016,0.41,0.017,18991.883,2198.810059,0.047,1.05186,5838194,1.2432,108.443,2384.199951
01/12/2016,0.54,0.021,18991.883,2238.830078,0.047,1.05186,5838194,1.2483,115.9981,2411.800049
01/01/2017,0.65,0.025,19190.431,2278.870117,0.047,1.03418,5967398,1.2367,114.8721,2423.409912
01/02/2017,0.66,0.027,19190.431,2363.639893,0.046,1.03418,5967398,1.2495,112.9116,2470.300049
01/03/2017,0.79,0.024,19190.431,2362.719971,0.044,1.03418,5967398,1.2347,112.9165,2471.649902
01/04/2017,0.9,0.022,19356.649,2384.199951,0.044,1.02521,6033499,1.2639,110.091,2519.360107
01/05/2017,0.91,0.019,19356.649,2411.800049,0.044,1.02521,6033499,1.2929,112.2436,2575.26001
01/06/2017,1.04,0.016,19356.649,2423.409912,0.043,1.02521,6033499,1.281,110.9141,2584.840088
01/07/2017,1.15,0.017,19611.704,2470.300049,0.043,1.03229,6123001,1.2996,112.417,2673.610107
01/08/2017,1.16,0.019,19611.704,2471.649902,0.044,1.03229,6123001,1.2952,109.827,2823.810059
01/09/2017,1.15,0.022,19611.704,2519.360107,0.042,1.03229,6123001,1.334,110.776,2713.830078
01/10/2017,1.15,0.02,19918.91,2575.26001,0.041,1.02881,6158712,1.3202,112.9148,2640.870117
01/11/2017,1.16,0.022,19918.91,2584.840088,0.042,1.02881,6158712,1.3217,112.819,2648.050049
01/12/2017,1.3,0.021,19918.91,2673.610107,0.041,1.02881,6158712,1.3404,112.9405,2705.27002
01/01/2018,1.41,0.021,20163.159,2823.810059,0.041,1.04595,6249618,1.3824,110.871,2718.370117
01/02/2018,1.42,0.022,20163.159,2713.830078,0.041,1.04595,6249618,1.3961,107.97,2816.290039
01/03/2018,1.51,0.024,20163.159,2640.870117,0.04,1.04595,6249618,1.3976,106.0468,2901.52002
01/04/2018,1.69,0.025,20510.177,2648.050049,0.04,1.03339,6257967,1.4079,107.6562,2913.97998
01/05/2018,1.7,0.028,20510.177,2705.27002,0.038,1.03339,6257967,1.347,109.6882,2711.73999
01/06/2018,1.82,0.029,20510.177,2718.370117,0.04,1.03339,6257967,1.3294,110.0638,2760.169922
01/07/2018,1.91,0.029,20749.752,2816.290039,0.038,1.03693,6291852,1.3162,111.521,2506.850098
01/08/2018,1.91,0.027,20749.752,2901.52002,0.038,1.03693,6291852,1.2878,110.9965,2704.100098
01/09/2018,1.95,0.023,20749.752,2913.97998,0.037,1.03693,6291852,1.3066,112.0974,2784.48999
01/10/2018,2.19,0.025,20897.804,2711.73999,0.038,1.0515,6298820,1.3012,112.7218,2834.399902
01/11/2018,2.2,0.022,20897.804,2760.169922,0.037,1.0515,6298820,1.29,113.338,2945.830078
01/12/2018,2.27,0.019,20897.804,2506.850098,0.039,1.0515,6298820,1.2664,112.1994,2752.060059
01/01/2019,2.4,0.016,21098.827,2704.100098,0.04,1.04403,6437929,1.2901,108.9605,2941.76001
01/02/2019,2.4,0.015,21098.827,2784.48999,0.038,1.04403,6437929,1.3016,110.44,2980.379883
01/03/2019,2.41,0.019,21098.827,2834.399902,0.038,1.04403,6437929,1.3167,111.1443,2926.459961
01/04/2019,2.42,0.02,21340.267,2945.830078,0.036,1.03201,6513808,1.3029,111.6414,2976.73999
01/05/2019,2.39,0.018,21340.267,2752.060059,0.036,1.03201,6513808,1.2855,109.9714,3037.560059
01/06/2019,2.38,0.016,21340.267,2941.76001,0.037,1.03201,6513808,1.2675,108.0685,3140.97998
01/07/2019,2.4,0.018,21542.54,2980.379883,0.037,1.05463,6588777,1.2461,108.2864,3230.780029
01/08/2019,2.13,0.017,21542.54,2926.459961,0.037,1.05463,6588777,1.216,106.1886,3225.52002
01/09/2019,2.04,0.017,21542.54,2976.73999,0.035,1.05463,6588777,1.2369,107.54,2954.219971
01/10/2019,1.83,0.018,21729.124,3037.560059,0.036,1.06776,6557578,1.2657,108.1368,2584.590088
01/11/2019,1.55,0.021,21729.124,3140.97998,0.035,1.06776,6557578,1.2884,108.8579,2912.429932
01/12/2019,1.55,0.023,21729.124,3230.780029,0.035,1.06776,6557578,1.3109,109.101,3044.310059
,,,21539.689,,,,,,,
,,,21539.689,,,,,,,
,,,21539.689,,,,,,,
